2696 481 321
295 20 9 0
347 222 5 1
296 20 9 0
297 20 9 0
195 199 4 1
196 199 4 1
197 199 4 1
198 199 4 1
199 199 4 1
200 199 4 1
201 199 4 1
138 137 7 1
139 137 7 1
140 137 7 1
141 137 7 1
142 137 7 1
124 207 12 1
342 191 5 1
143 137 7 1
125 207 12 1
343 191 5 1
144 137 7 1
126 207 12 1
344 191 5 1
145 137 7 1
127 207 12 1
345 191 5 1
128 207 12 1
346 191 5 1
129 207 12 1
130 207 12 1
131 207 12 1
195 168 4 1
132 207 12 1
196 168 4 1
133 207 12 1
197 168 4 1
198 168 4 1
199 168 4 1
200 168 4 1
335 261 5 1
201 168 4 1
336 261 5 1
337 261 5 1
338 261 5 1
339 261 5 1
340 261 5 1
341 261 5 1
195 238 4 1
196 238 4 1
197 238 4 1
198 238 4 1
199 238 4 1
65 145 11 1
200 238 4 1
66 145 11 1
201 238 4 1
67 145 11 1
68 145 11 1
69 145 11 1
293 129 6 1
294 129 6 1
295 129 6 1
296 129 6 1
143 106 7 1
297 129 6 1
144 106 7 1
298 129 6 1
145 106 7 1
299 129 6 1
146 106 7 1
147 106 7 1
148 106 7 1
149 106 7 1
195 137 4 1
196 137 4 1
197 137 4 1
198 137 4 1
199 137 4 1
200 137 4 1
201 137 4 1
287 28 9 0
288 28 9 0
340 230 5 1
289 28 9 0
341 230 5 1
290 28 9 0
342 230 5 1
291 28 9 0
343 230 5 1
292 28 9 0
344 230 5 1
293 28 9 0
345 230 5 1
346 230 5 1
195 207 4 1
196 207 4 1
197 207 4 1
198 207 4 1
199 207 4 1
200 207 4 1
201 207 4 1
64 184 13 1
65 184 13 1
66 184 13 1
67 184 13 1
68 184 13 1
341 199 5 1
342 199 5 1
343 199 5 1
344 199 5 1
345 199 5 1
346 199 5 1
347 199 5 1
195 176 4 1
196 176 4 1
197 176 4 1
198 176 4 1
333 269 5 1
199 176 4 1
334 269 5 1
200 176 4 1
335 269 5 1
201 176 4 1
336 269 5 1
337 269 5 1
338 269 5 1
339 269 5 1
196 246 4 1
197 246 4 1
198 246 4 1
199 246 4 1
200 246 4 1
126 184 12 1
145 114 7 1
127 184 12 1
146 114 7 1
128 184 12 1
147 114 7 1
129 184 12 1
148 114 7 1
130 184 12 1
149 114 7 1
131 184 12 1
150 114 7 1
195 145 4 1
132 184 12 1
151 114 7 1
196 145 4 1
197 145 4 1
281 36 9 0
198 145 4 1
282 36 9 0
199 145 4 1
283 36 9 0
200 145 4 1
284 36 9 0
201 145 4 1
285 36 9 0
286 36 9 0
287 36 9 0
339 238 5 1
288 36 9 0
340 238 5 1
289 36 9 0
142 184 8 0
341 238 5 1
143 184 8 0
342 238 5 1
144 184 8 0
343 238 5 1
145 184 8 0
344 238 5 1
146 184 8 0
345 238 5 1
195 215 4 1
196 215 4 1
197 215 4 1
198 215 4 1
199 215 4 1
200 215 4 1
201 215 4 1
341 207 5 1
342 207 5 1
343 207 5 1
344 207 5 1
345 207 5 1
346 207 5 1
347 207 5 1
195 184 4 1
196 184 4 1
331 277 5 1
197 184 4 1
332 277 5 1
198 184 4 1
333 277 5 1
199 184 4 1
334 277 5 1
200 184 4 1
335 277 5 1
201 184 4 1
336 277 5 1
337 277 5 1
338 277 5 1
123 192 12 1
124 192 12 1
125 192 12 1
144 122 7 1
126 192 12 1
145 122 7 1
127 192 12 1
146 122 7 1
128 192 12 1
147 122 7 1
129 192 12 1
148 122 7 1
130 192 14 1
149 122 7 1
131 192 14 1
278 44 9 0
150 122 7 1
195 153 4 1
132 192 14 1
279 44 9 0
196 153 4 1
133 192 14 1
280 44 9 0
197 153 4 1
134 192 14 1
281 44 9 0
198 153 4 1
135 192 14 1
282 44 9 0
199 153 4 1
283 44 9 0
200 153 4 1
284 44 9 0
201 153 4 1
338 246 5 1
339 246 5 1
340 246 5 1
341 246 5 1
342 246 5 1
343 246 5 1
344 246 5 1
195 223 4 1
196 223 4 1
197 223 4 1
198 223 4 1
199 223 4 1
200 223 4 1
201 223 4 1
136 91 7 1
137 91 7 1
138 91 7 1
139 91 7 1
140 91 7 1
141 91 7 1
191 122 4 1
192 122 4 1
193 122 4 1
130 161 10 1
194 122 4 1
195 122 4 1
196 122 4 1
197 122 4 1
341 215 5 1
342 215 5 1
343 215 5 1
292 13 9 0
344 215 5 1
293 13 9 0
345 215 5 1
294 13 9 0
346 215 5 1
295 13 9 0
347 215 5 1
296 13 9 0
297 13 9 0
195 192 4 1
298 13 9 0
331 285 5 1
196 192 4 1
332 285 5 1
197 192 4 1
333 285 5 1
198 192 4 1
334 285 5 1
199 192 4 1
335 285 5 1
200 192 4 1
336 285 5 1
201 192 4 1
337 285 5 1
121 200 12 1
122 200 12 1
123 200 12 1
142 130 7 1
124 200 12 1
143 130 7 1
125 200 12 1
144 130 7 1
126 200 12 1
145 130 7 1
127 200 12 1
146 130 7 1
147 130 7 1
148 130 7 1
195 161 4 1
196 161 4 1
197 161 4 1
198 161 4 1
199 161 4 1
200 161 4 1
201 161 4 1
337 254 5 1
338 254 5 1
339 254 5 1
340 254 5 1
341 254 5 1
342 254 5 1
343 254 5 1
195 231 4 1
196 231 4 1
197 231 4 1
198 231 4 1
199 231 4 1
200 231 4 1
201 231 4 1
139 99 7 1
140 99 7 1
141 99 7 1
142 99 7 1
143 99 7 1
144 99 7 1
145 99 7 1
193 130 4 1
194 130 4 1
195 130 4 1
196 130 4 1
197 130 4 1
198 130 4 1
199 130 4 1
341 223 5 1
290 21 9 0
342 223 5 1
291 21 9 0
343 223 5 1
292 21 9 0
344 223 5 1
293 21 9 0
345 223 5 1
294 21 9 0
346 223 5 1
295 21 9 0
347 223 5 1
296 21 9 0
297 21 9 0
195 200 4 1
196 200 4 1
197 200 4 1
198 200 4 1
199 200 4 1
200 200 4 1
201 200 4 1
139 138 7 1
140 138 7 1
141 138 7 1
142 138 7 1
342 192 5 1
143 138 7 1
343 192 5 1
144 138 7 1
126 208 12 1
344 192 5 1
127 208 12 1
345 192 5 1
128 208 12 1
346 192 5 1
129 208 12 1
130 208 12 1
131 208 12 1
195 169 4 1
132 208 12 1
196 169 4 1
197 169 4 1
198 169 4 1
199 169 4 1
334 262 5 1
200 169 4 1
335 262 5 1
201 169 4 1
336 262 5 1
337 262 5 1
338 262 5 1
339 262 5 1
340 262 5 1
341 262 5 1
195 239 4 1
196 239 4 1
197 239 4 1
198 239 4 1
199 239 4 1
65 146 11 1
200 239 4 1
66 146 11 1
201 239 4 1
67 146 11 1
68 146 11 1
69 146 11 1
294 130 6 1
295 130 6 1
296 130 6 1
143 107 7 1
297 130 6 1
144 107 7 1
298 130 6 1
145 107 7 1
146 107 7 1
147 107 7 1
148 107 7 1
149 107 7 1
195 138 4 1
196 138 4 1
197 138 4 1
198 138 4 1
199 138 4 1
200 138 4 1
201 138 4 1
286 29 9 0
287 29 9 0
288 29 9 0
340 231 5 1
289 29 9 0
341 231 5 1
290 29 9 0
342 231 5 1
291 29 9 0
343 231 5 1
292 29 9 0
344 231 5 1
293 29 9 0
345 231 5 1
346 231 5 1
195 208 4 1
196 208 4 1
197 208 4 1
198 208 4 1
199 208 4 1
200 208 4 1
201 208 4 1
64 185 13 1
65 185 13 1
66 185 13 1
67 185 13 1
68 185 13 1
341 200 5 1
342 200 5 1
343 200 5 1
344 200 5 1
345 200 5 1
346 200 5 1
347 200 5 1
195 177 4 1
196 177 4 1
197 177 4 1
333 270 5 1
198 177 4 1
334 270 5 1
199 177 4 1
335 270 5 1
200 177 4 1
336 270 5 1
201 177 4 1
337 270 5 1
338 270 5 1
339 270 5 1
196 247 4 1
197 247 4 1
198 247 4 1
199 247 4 1
200 247 4 1
125 185 12 1
126 185 12 1
145 115 7 1
127 185 12 1
146 115 7 1
128 185 12 1
147 115 7 1
129 185 12 1
148 115 7 1
130 185 12 1
149 115 7 1
131 185 12 1
150 115 7 1
195 146 4 1
132 185 12 1
151 115 7 1
196 146 4 1
197 146 4 1
281 37 9 0
198 146 4 1
282 37 9 0
199 146 4 1
283 37 9 0
200 146 4 1
284 37 9 0
201 146 4 1
285 37 9 0
286 37 9 0
287 37 9 0
339 239 5 1
288 37 9 0
340 239 5 1
142 185 8 0
341 239 5 1
143 185 8 0
342 239 5 1
144 185 8 0
343 239 5 1
145 185 8 0
344 239 5 1
146 185 8 0
345 239 5 1
195 216 4 1
196 216 4 1
197 216 4 1
198 216 4 1
199 216 4 1
200 216 4 1
201 216 4 1
193 115 4 1
194 115 4 1
341 208 5 1
342 208 5 1
343 208 5 1
344 208 5 1
345 208 5 1
346 208 5 1
347 208 5 1
195 185 4 1
331 278 5 1
196 185 4 1
332 278 5 1
197 185 4 1
333 278 5 1
198 185 4 1
334 278 5 1
199 185 4 1
335 278 5 1
200 185 4 1
336 278 5 1
201 185 4 1
337 278 5 1
123 193 12 1
124 193 12 1
125 193 12 1
144 123 7 1
126 193 12 1
145 123 7 1
127 193 12 1
146 123 7 1
128 193 12 1
147 123 7 1
129 193 12 1
148 123 7 1
130 193 14 1
149 123 7 1
131 193 14 1
278 45 9 0
150 123 7 1
195 154 4 1
132 193 14 1
279 45 9 0
196 154 4 1
133 193 14 1
280 45 9 0
197 154 4 1
134 193 14 1
281 45 9 0
198 154 4 1
135 193 14 1
282 45 9 0
199 154 4 1
283 45 9 0
200 154 4 1
284 45 9 0
201 154 4 1
337 247 5 1
338 247 5 1
339 247 5 1
340 247 5 1
341 247 5 1
342 247 5 1
343 247 5 1
195 224 4 1
196 224 4 1
197 224 4 1
198 224 4 1
199 224 4 1
200 224 4 1
201 224 4 1
135 92 7 1
136 92 7 1
137 92 7 1
138 92 7 1
139 92 7 1
140 92 7 1
141 92 7 1
128 162 10 1
192 123 4 1
129 162 10 1
193 123 4 1
130 162 10 1
194 123 4 1
131 162 10 1
195 123 4 1
132 162 10 1
196 123 4 1
197 123 4 1
198 123 4 1
341 216 5 1
342 216 5 1
343 216 5 1
292 14 9 0
344 216 5 1
293 14 9 0
345 216 5 1
294 14 9 0
346 216 5 1
295 14 9 0
347 216 5 1
296 14 9 0
297 14 9 0
195 193 4 1
298 14 9 0
196 193 4 1
331 286 5 1
197 193 4 1
332 286 5 1
198 193 4 1
333 286 5 1
199 193 4 1
334 286 5 1
200 193 4 1
335 286 5 1
201 193 4 1
336 286 5 1
337 286 5 1
121 201 12 1
122 201 12 1
123 201 12 1
142 131 7 1
124 201 12 1
143 131 7 1
125 201 12 1
144 131 7 1
126 201 12 1
145 131 7 1
127 201 12 1
146 131 7 1
147 131 7 1
148 131 7 1
195 162 4 1
196 162 4 1
197 162 4 1
198 162 4 1
199 162 4 1
200 162 4 1
201 162 4 1
336 255 5 1
337 255 5 1
338 255 5 1
339 255 5 1
340 255 5 1
341 255 5 1
342 255 5 1
195 232 4 1
196 232 4 1
197 232 4 1
198 232 4 1
199 232 4 1
200 232 4 1
201 232 4 1
139 100 7 1
140 100 7 1
141 100 7 1
142 100 7 1
143 100 7 1
144 100 7 1
145 100 7 1
146 100 7 1
147 100 7 1
194 131 4 1
195 131 4 1
196 131 4 1
197 131 4 1
198 131 4 1
199 131 4 1
200 131 4 1
341 224 5 1
290 22 9 0
342 224 5 1
291 22 9 0
343 224 5 1
292 22 9 0
344 224 5 1
293 22 9 0
345 224 5 1
294 22 9 0
346 224 5 1
295 22 9 0
347 224 5 1
296 22 9 0
195 201 4 1
196 201 4 1
197 201 4 1
198 201 4 1
199 201 4 1
200 201 4 1
201 201 4 1
139 139 7 1
140 139 7 1
141 139 7 1
341 193 5 1
142 139 7 1
342 193 5 1
143 139 7 1
343 193 5 1
144 139 7 1
344 193 5 1
345 193 5 1
128 209 12 1
346 193 5 1
129 209 12 1
347 193 5 1
130 209 12 1
131 209 12 1
195 170 4 1
132 209 12 1
196 170 4 1
197 170 4 1
198 170 4 1
334 263 5 1
199 170 4 1
335 263 5 1
200 170 4 1
336 263 5 1
201 170 4 1
337 263 5 1
338 263 5 1
339 263 5 1
340 263 5 1
195 240 4 1
196 240 4 1
197 240 4 1
198 240 4 1
199 240 4 1
200 240 4 1
201 240 4 1
67 147 11 1
294 131 6 1
295 131 6 1
296 131 6 1
143 108 7 1
297 131 6 1
144 108 7 1
298 131 6 1
145 108 7 1
146 108 7 1
147 108 7 1
148 108 7 1
149 108 7 1
150 108 7 1
195 139 4 1
196 139 4 1
197 139 4 1
198 139 4 1
199 139 4 1
200 139 4 1
201 139 4 1
285 30 9 0
286 30 9 0
287 30 9 0
288 30 9 0
340 232 5 1
289 30 9 0
341 232 5 1
290 30 9 0
342 232 5 1
291 30 9 0
343 232 5 1
292 30 9 0
344 232 5 1
345 232 5 1
346 232 5 1
195 209 4 1
196 209 4 1
197 209 4 1
198 209 4 1
199 209 4 1
200 209 4 1
201 209 4 1
63 186 13 1
64 186 13 1
65 186 13 1
66 186 13 1
67 186 13 1
68 186 13 1
69 186 13 1
341 201 5 1
342 201 5 1
343 201 5 1
344 201 5 1
345 201 5 1
346 201 5 1
347 201 5 1
195 178 4 1
196 178 4 1
197 178 4 1
198 178 4 1
333 271 5 1
199 178 4 1
334 271 5 1
200 178 4 1
335 271 5 1
201 178 4 1
336 271 5 1
337 271 5 1
338 271 5 1
339 271 5 1
198 248 4 1
125 186 12 1
126 186 12 1
145 116 7 1
127 186 12 1
146 116 7 1
128 186 12 1
147 116 7 1
129 186 12 1
148 116 7 1
130 186 12 1
149 116 7 1
131 186 12 1
150 116 7 1
195 147 4 1
151 116 7 1
196 147 4 1
280 38 9 0
197 147 4 1
281 38 9 0
198 147 4 1
282 38 9 0
199 147 4 1
283 38 9 0
200 147 4 1
284 38 9 0
201 147 4 1
285 38 9 0
286 38 9 0
287 38 9 0
339 240 5 1
340 240 5 1
341 240 5 1
342 240 5 1
144 186 8 0
343 240 5 1
344 240 5 1
345 240 5 1
195 217 4 1
196 217 4 1
197 217 4 1
198 217 4 1
199 217 4 1
200 217 4 1
201 217 4 1
191 116 4 1
192 116 4 1
193 116 4 1
194 116 4 1
195 116 4 1
196 116 4 1
341 209 5 1
342 209 5 1
343 209 5 1
344 209 5 1
345 209 5 1
346 209 5 1
347 209 5 1
195 186 4 1
196 186 4 1
331 279 5 1
197 186 4 1
332 279 5 1
198 186 4 1
333 279 5 1
199 186 4 1
334 279 5 1
200 186 4 1
335 279 5 1
201 186 4 1
336 279 5 1
337 279 5 1
122 194 12 1
123 194 12 1
124 194 12 1
125 194 12 1
144 124 7 1
126 194 12 1
145 124 7 1
127 194 12 1
146 124 7 1
128 194 12 1
147 124 7 1
129 194 12 1
148 124 7 1
277 46 9 0
149 124 7 1
278 46 9 0
150 124 7 1
195 155 4 1
132 194 14 1
279 46 9 0
196 155 4 1
133 194 14 1
280 46 9 0
197 155 4 1
281 46 9 0
198 155 4 1
282 46 9 0
199 155 4 1
283 46 9 0
200 155 4 1
201 155 4 1
337 248 5 1
338 248 5 1
339 248 5 1
340 248 5 1
341 248 5 1
342 248 5 1
343 248 5 1
195 225 4 1
196 225 4 1
197 225 4 1
198 225 4 1
199 225 4 1
200 225 4 1
201 225 4 1
